1,4
2,4
3,4
4,4
5,4
6,4
7,4
8,4
9,4
10,4
11,6
12,6
13,6
14,6
15,6
16,6
17,6
18,6
19,6
20,6
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,7
32,7
33,7
34,7
35,7
36,7
37,7
38,7
39,7
40,7
41,8
42,8
43,8
44,8
45,8
46,8
47,8
48,8
49,8
50,8
51,9
52,9
53,9
54,9
55,9
56,9
57,9
58,9
59,9
60,9
61,13
62,13
63,13
64,13
65,13
66,13
67,13
68,13
69,13
70,13
71,10
72,10
73,10
74,10
75,10
76,10
77,10
78,10
79,10
80,10
81,2
82,2
83,2
84,2
85,2
86,2
87,2
88,2
89,2
90,2
91,14
92,14
93,14
94,14
95,14
96,14
97,14
98,14
99,14
100,14
101,11
102,11
103,11
104,11
105,11
106,11
107,11
108,11
109,11
110,11
111,15
112,15
113,15
114,15
115,15
116,15
117,15
118,15
119,15
120,15
121,3
122,3
123,3
124,3
125,3
126,3
127,3
128,3
129,3
130,3
131,12
132,12
133,12
134,12
135,12
136,12
137,12
138,12
139,12
140,12
141,5
142,5
143,5
144,5
145,5
146,5
147,5
148,5
149,5
150,5
